Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,timestamp,Ambient_Temperature,Load_Density,Humidity,Shift,Day_Type,temp_diff,load_ratio,humidity_impact,Machine failure
1,300.4,310.8,1390,52.5,144,0,0,0,0,0,2025-01-05 03:27:00,23,37,88,2,1,10.400000000000034,0.37,32.56,0
1,300.4,310.8,1348,56.0,146,0,0,0,0,0,2025-01-05 03:28:00,25,34,82,0,0,10.400000000000034,0.34,27.880000000000003,0
2,300.4,310.8,1491,35.9,148,0,0,0,0,0,2025-01-05 03:29:00,37,92,42,0,0,10.400000000000034,0.92,38.64,0
1,300.4,310.8,1520,37.6,151,0,0,0,0,0,2025-01-05 03:30:00,25,30,90,0,1,10.400000000000034,0.3,27.0,0
1,300.5,310.8,1509,33.0,153,0,0,0,0,0,2025-01-05 03:31:00,36,44,61,0,0,10.300000000000011,0.44,26.84,0
1,300.5,310.8,1445,46.6,155,0,0,0,0,0,2025-01-05 03:32:00,33,67,43,2,1,10.300000000000011,0.67,28.81,0
1,300.5,310.8,1354,51.8,157,0,0,0,0,0,2025-01-05 03:33:00,30,71,47,1,0,10.300000000000011,0.71,33.37,0
1,300.5,310.7,1488,39.4,159,0,0,0,0,0,2025-01-05 03:34:00,38,75,53,1,0,10.199999999999989,0.75,39.75,0
0,300.5,310.7,1654,28.6,161,0,0,0,0,0,2025-01-05 03:35:00,21,82,59,1,1,10.199999999999989,0.82,48.38,0
0,300.5,310.6,1378,51.5,166,0,0,0,0,0,2025-01-05 03:36:00,22,55,63,1,0,10.100000000000025,0.55,34.650000000000006,0
1,300.6,310.7,1750,30.6,171,0,0,0,0,0,2025-01-05 03:37:00,30,90,53,0,0,10.099999999999966,0.9,47.7,0
1,300.5,310.6,1448,46.3,173,0,0,0,0,0,2025-01-05 03:38:00,25,96,67,0,1,10.100000000000025,0.96,64.32,0
0,300.6,310.7,1501,45.3,175,0,0,0,0,0,2025-01-05 03:39:00,33,83,55,2,1,10.099999999999966,0.83,45.65,0
2,300.6,310.7,1654,32.0,180,0,0,0,0,0,2025-01-05 03:40:00,38,51,71,1,1,10.099999999999966,0.51,36.21,0
2,300.7,310.7,1347,46.5,183,0,0,0,0,0,2025-01-05 03:41:00,35,55,86,0,0,10.0,0.55,47.3,0
1,300.7,310.8,1486,37.1,186,0,0,0,0,0,2025-01-05 03:42:00,40,89,51,0,1,10.100000000000025,0.89,45.39,0
0,300.8,310.8,1466,45.2,188,0,0,0,0,0,2025-01-05 03:43:00,26,68,55,0,1,10.0,0.68,37.400000000000006,0
0,300.7,310.8,1346,52.0,193,0,0,0,0,0,2025-01-05 03:44:00,27,65,58,1,1,10.100000000000025,0.65,37.7,0
1,300.7,310.7,1314,42.4,198,0,0,0,0,0,2025-01-05 03:45:00,38,50,44,0,1,10.0,0.5,22.0,0
1,300.6,310.7,1440,52.5,200,0,0,0,0,0,2025-01-05 03:46:00,39,70,51,1,0,10.099999999999966,0.7,35.7,0
1,300.7,310.8,1608,39.5,202,0,0,0,0,0,2025-01-05 03:47:00,35,77,68,1,1,10.100000000000025,0.77,52.36,0
0,300.7,310.8,1296,58.2,204,0,0,0,0,0,2025-01-05 03:48:00,26,55,44,2,0,10.100000000000025,0.55,24.200000000000003,0
1,300.7,310.7,1507,46.1,209,0,0,0,0,0,2025-01-05 03:49:00,28,92,81,2,0,10.0,0.92,74.52000000000001,0
2,300.7,310.7,1343,51.6,211,0,0,0,0,0,2025-01-05 03:50:00,32,65,56,1,1,10.0,0.65,36.4,0
1,300.7,310.7,1416,40.4,214,0,0,0,0,0,2025-01-05 03:51:00,20,53,86,1,1,10.0,0.53,45.580000000000005,0
1,300.7,310.6,1288,47.2,216,0,0,0,0,0,2025-01-05 03:52:00,27,50,47,1,1,9.900000000000034,0.5,23.5,0
2,300.7,310.6,1407,42.4,218,0,0,0,0,0,2025-01-05 03:53:00,23,47,79,0,0,9.900000000000034,0.47,37.13,0
1,300.6,310.4,1608,39.2,221,0,0,0,0,0,2025-01-05 03:54:00,22,44,79,0,1,9.799999999999956,0.44,34.76,0
1,300.6,310.3,1920,22.3,223,0,0,0,0,0,2025-01-05 03:55:00,22,35,69,0,1,9.699999999999989,0.35,24.15,0
2,300.5,310.2,1386,48.2,225,0,0,0,0,0,2025-01-05 03:56:00,32,72,49,2,1,9.699999999999989,0.72,35.28,0
2,300.5,310.2,1571,34.6,228,0,0,0,0,0,2025-01-05 03:57:00,27,60,59,1,0,9.699999999999989,0.6,35.4,0
2,300.4,310.2,1613,36.9,231,0,0,0,0,0,2025-01-05 03:58:00,26,57,84,0,1,9.800000000000011,0.57,47.88,0
2,300.4,310.2,1671,30.5,234,1,0,0,0,0,2025-01-05 03:59:00,20,37,55,0,0,9.800000000000011,0.37,20.35,1
0,300.4,310.2,1431,43.2,0,0,0,0,0,0,2025-01-05 04:00:00,35,58,80,2,0,9.800000000000011,0.58,46.4,0
2,300.4,310.2,1380,47.3,5,0,0,0,0,0,2025-01-05 04:01:00,25,50,55,2,0,9.800000000000011,0.5,27.5,0
1,300.5,310.3,1683,31.5,8,0,0,0,0,0,2025-01-05 04:02:00,26,87,81,1,1,9.800000000000011,0.87,70.47,0
1,300.4,310.2,1529,36.2,10,0,0,0,0,0,2025-01-05 04:03:00,31,89,42,1,1,9.800000000000011,0.89,37.38,0
1,300.5,310.4,1761,26.5,12,0,0,0,0,0,2025-01-05 04:04:00,28,79,62,0,0,9.899999999999975,0.79,48.98,0
1,300.6,310.5,1570,38.3,14,0,0,0,0,0,2025-01-05 04:05:00,30,60,61,0,1,9.899999999999975,0.6,36.6,0
2,300.6,310.5,2156,18.0,16,0,0,0,0,0,2025-01-05 04:06:00,29,76,67,0,0,9.899999999999975,0.76,50.92,0
2,300.7,310.6,1349,54.5,19,0,0,0,0,0,2025-01-05 04:07:00,40,63,85,0,1,9.900000000000034,0.63,53.55,0
1,300.7,310.7,1431,39.3,22,0,0,0,0,0,2025-01-05 04:08:00,20,31,84,0,1,10.0,0.31,26.04,0
1,300.6,310.6,1931,22.0,24,0,0,0,0,0,2025-01-05 04:09:00,37,96,75,2,1,10.0,0.96,72.0,0
0,300.7,310.7,1428,43.4,26,0,0,0,0,0,2025-01-05 04:10:00,23,81,43,1,0,10.0,0.81,34.830000000000005,0
1,300.8,310.8,1564,36.2,31,0,0,0,0,0,2025-01-05 04:11:00,24,36,77,2,1,10.0,0.36,27.72,0
0,300.8,310.9,1425,44.0,33,0,0,0,0,0,2025-01-05 04:12:00,28,48,63,1,0,10.099999999999966,0.48,30.24,0
1,300.7,310.8,1597,30.5,38,0,0,0,0,0,2025-01-05 04:13:00,36,44,58,1,1,10.100000000000025,0.44,25.52,0
0,300.8,310.8,1618,32.8,40,0,0,0,0,0,2025-01-05 04:14:00,22,77,50,1,1,10.0,0.77,38.5,0
2,300.8,310.8,1520,38.0,45,0,0,0,0,0,2025-01-05 04:15:00,35,43,79,2,1,10.0,0.43,33.97,0
1,300.7,310.7,1425,45.3,48,0,0,0,0,0,2025-01-05 04:16:00,24,32,85,0,1,10.0,0.32,27.2,0
1,300.8,310.9,1398,38.2,50,0,0,0,0,0,2025-01-05 04:17:00,35,79,79,1,0,10.099999999999966,0.79,62.41,0
2,300.8,310.9,1557,31.6,52,0,0,0,0,0,2025-01-05 04:18:00,22,83,85,1,0,10.099999999999966,0.83,70.55,0
1,300.7,310.8,1519,43.9,55,0,0,0,0,0,2025-01-05 04:19:00,39,35,78,2,1,10.100000000000025,0.35,27.3,0
1,300.7,310.8,1619,34.9,57,0,0,0,0,0,2025-01-05 04:20:00,34,78,57,2,0,10.100000000000025,0.78,44.46,0
1,300.7,310.8,1814,21.4,59,0,0,0,0,0,2025-01-05 04:21:00,22,52,51,0,0,10.100000000000025,0.52,26.52,0
1,300.7,310.9,1521,39.4,61,0,0,0,0,0,2025-01-05 04:22:00,39,49,53,0,0,10.199999999999989,0.49,25.97,0
2,300.7,310.9,1369,51.2,63,0,0,0,0,0,2025-01-05 04:23:00,33,89,86,1,1,10.199999999999989,0.89,76.54,0
1,300.7,310.9,1356,65.3,66,0,0,1,0,0,2025-01-05 04:24:00,35,74,57,2,1,10.199999999999989,0.74,42.18,1
1,300.7,311.0,1336,53.3,68,0,0,0,0,0,2025-01-05 04:25:00,36,90,83,0,1,10.300000000000011,0.9,74.7,0
1,300.7,311.0,1403,48.3,70,0,0,0,0,0,2025-01-05 04:26:00,39,85,81,0,1,10.300000000000011,0.85,68.85,0
2,300.7,311.0,1413,44.3,72,0,0,0,0,0,2025-01-05 04:27:00,37,31,51,0,0,10.300000000000011,0.31,15.81,0
1,300.6,310.9,1472,47.6,75,0,0,0,0,0,2025-01-05 04:28:00,37,74,79,2,0,10.299999999999956,0.74,58.46,0
2,300.7,310.8,1452,47.9,77,0,0,0,0,0,2025-01-05 04:29:00,33,69,66,2,1,10.100000000000025,0.69,45.54,0
1,300.6,310.7,1397,53.7,80,0,0,0,0,0,2025-01-05 04:30:00,37,53,45,2,1,10.099999999999966,0.53,23.85,0
1,300.6,310.7,1455,40.6,82,0,0,0,0,0,2025-01-05 04:31:00,34,58,63,2,1,10.099999999999966,0.58,36.54,0
1,300.7,310.8,1754,27.7,84,0,0,0,0,0,2025-01-05 04:32:00,34,96,90,2,0,10.100000000000025,0.96,86.39999999999999,0
1,300.6,310.9,1471,37.9,86,0,0,0,0,0,2025-01-05 04:33:00,25,97,72,1,1,10.299999999999956,0.97,69.84,0
2,300.6,310.8,1389,48.1,88,0,0,0,0,0,2025-01-05 04:34:00,34,95,84,1,1,10.199999999999989,0.95,79.8,0
2,300.6,310.9,1702,30.3,91,0,0,0,0,0,2025-01-05 04:35:00,37,83,55,2,1,10.299999999999956,0.83,45.65,0
2,300.6,311.0,1401,54.6,94,0,0,0,0,0,2025-01-05 04:36:00,23,82,89,1,0,10.399999999999975,0.82,72.97999999999999,0
1,300.7,311.1,1426,46.2,97,0,0,0,0,0,2025-01-05 04:37:00,27,78,51,2,1,10.400000000000034,0.78,39.78,0
1,300.7,311.0,1496,38.3,99,0,0,0,0,0,2025-01-05 04:38:00,34,61,70,1,0,10.300000000000011,0.61,42.7,0
1,300.6,310.9,1433,42.6,101,0,0,0,0,0,2025-01-05 04:39:00,22,90,76,1,1,10.299999999999956,0.9,68.4,0
2,300.7,311.1,1438,46.6,103,0,0,0,0,0,2025-01-05 04:40:00,34,71,52,0,1,10.400000000000034,0.71,36.92,0
2,300.7,311.0,1418,49.3,106,0,0,0,0,0,2025-01-05 04:41:00,32,30,47,2,1,10.300000000000011,0.3,14.1,0
2,300.8,311.0,1580,36.6,109,0,0,0,0,0,2025-01-05 04:42:00,28,92,77,1,0,10.199999999999989,0.92,70.84,0
2,300.7,310.9,1468,41.8,112,0,0,0,0,0,2025-01-05 04:43:00,21,64,42,1,1,10.199999999999989,0.64,26.88,0
2,300.8,310.9,1522,41.7,115,0,0,0,0,0,2025-01-05 04:44:00,27,80,59,0,0,10.099999999999966,0.8,47.2,0
1,300.8,310.9,1311,55.8,118,0,0,0,0,0,2025-01-05 04:45:00,39,100,43,1,1,10.099999999999966,1.0,43.0,0
1,300.9,311.0,1316,56.5,120,0,0,0,0,0,2025-01-05 04:46:00,36,74,83,0,0,10.100000000000025,0.74,61.42,0
0,300.9,311.0,1853,23.6,122,0,0,0,0,0,2025-01-05 04:47:00,32,94,84,1,1,10.100000000000025,0.94,78.96,0
2,300.9,311.0,1556,38.8,127,0,0,0,0,0,2025-01-05 04:48:00,20,43,41,0,1,10.100000000000025,0.43,17.63,0
2,300.9,311.0,1567,34.3,130,0,0,0,0,0,2025-01-05 04:49:00,21,32,90,0,0,10.100000000000025,0.32,28.8,0
2,300.9,311.1,1546,37.7,133,0,0,0,0,0,2025-01-05 04:50:00,34,53,75,2,0,10.200000000000044,0.53,39.75,0
1,300.9,311.0,1382,51.2,136,0,0,0,0,0,2025-01-05 04:51:00,31,94,62,2,1,10.100000000000025,0.94,58.28,0
1,300.9,311.0,2003,20.2,138,0,0,0,0,0,2025-01-05 04:52:00,33,77,84,1,1,10.100000000000025,0.77,64.68,0
1,300.8,310.9,1748,29.9,140,0,0,0,0,0,2025-01-05 04:53:00,21,39,58,2,1,10.099999999999966,0.39,22.62,0
0,300.7,310.8,1518,40.1,142,0,0,0,0,0,2025-01-05 04:54:00,37,42,79,2,0,10.100000000000025,0.42,33.18,0
1,300.7,310.8,1475,42.0,147,0,0,0,0,0,2025-01-05 04:55:00,26,43,47,2,1,10.100000000000025,0.43,20.21,0
1,300.8,310.8,1634,29.2,149,0,0,0,0,0,2025-01-05 04:56:00,25,39,55,1,0,10.0,0.39,21.45,0
1,300.8,310.8,1689,32.9,151,0,0,0,0,0,2025-01-05 04:57:00,33,69,82,1,0,10.0,0.69,56.58,0
2,300.9,310.9,1636,35.3,153,0,0,0,0,0,2025-01-05 04:58:00,27,52,57,2,0,10.0,0.52,29.64,0
1,300.9,311.0,2235,15.8,156,0,0,0,0,0,2025-01-05 04:59:00,21,84,75,2,1,10.100000000000025,0.84,63.0,0
1,301.0,311.1,1615,35.6,158,0,0,0,0,0,2025-01-05 05:00:00,36,92,63,1,1,10.100000000000025,0.92,57.96,0
0,301.1,311.1,1618,29.5,160,0,0,0,0,0,2025-01-05 05:01:00,24,100,40,2,1,10.0,1.0,40.0,0
2,301.1,311.2,1407,53.0,165,0,0,0,0,0,2025-01-05 05:02:00,33,71,40,0,1,10.099999999999966,0.71,28.4,0
1,301.1,311.1,1450,43.3,168,0,0,0,0,0,2025-01-05 05:03:00,39,95,85,1,0,10.0,0.95,80.75,0
1,301.1,311.1,1889,23.8,170,0,0,0,0,0,2025-01-05 05:04:00,40,76,75,1,1,10.0,0.76,57.0,0
1,301.0,310.9,1568,38.2,172,0,0,0,0,0,2025-01-05 05:05:00,40,81,50,0,0,9.899999999999975,0.81,40.5,0
1,301.0,311.0,1804,25.8,174,0,0,0,0,0,2025-01-05 05:06:00,22,47,57,2,0,10.0,0.47,26.79,0
1,301.0,311.0,1582,37.5,176,0,0,0,0,0,2025-01-05 05:07:00,24,47,55,0,0,10.0,0.47,25.85,0
2,301.0,310.9,2047,17.9,178,0,0,0,0,0,2025-01-05 05:08:00,35,53,56,2,1,9.899999999999975,0.53,29.68,0
1,300.9,310.9,1601,34.0,181,0,0,0,0,0,2025-01-05 05:09:00,37,52,63,2,1,10.0,0.52,32.76,0
1,300.9,310.9,1615,32.0,183,0,0,0,0,0,2025-01-05 05:10:00,36,41,73,1,1,10.0,0.41,29.93,0
2,300.9,310.8,1452,43.6,185,0,0,0,0,0,2025-01-05 05:11:00,30,52,43,1,0,9.900000000000034,0.52,22.36,0
2,300.9,310.8,1695,30.2,188,0,0,0,0,0,2025-01-05 05:12:00,36,50,74,2,0,9.900000000000034,0.5,37.0,0
2,300.9,310.8,1790,26.2,191,0,0,0,0,0,2025-01-05 05:13:00,35,93,54,0,1,9.900000000000034,0.93,50.220000000000006,0
2,301.0,310.8,1533,39.3,194,0,0,0,0,0,2025-01-05 05:14:00,21,63,41,1,0,9.800000000000011,0.63,25.83,0
1,301.0,310.9,1813,28.5,197,0,0,0,0,0,2025-01-05 05:15:00,23,31,90,2,0,9.899999999999975,0.31,27.9,0
1,301.0,310.9,1492,36.7,199,0,0,0,0,0,2025-01-05 05:16:00,40,98,70,1,0,9.899999999999975,0.98,68.6,0
1,300.9,310.7,1479,43.3,201,0,0,0,0,0,2025-01-05 05:17:00,26,60,48,1,1,9.800000000000011,0.6,28.8,0
1,300.8,310.7,1339,59.1,203,0,0,0,1,0,2025-01-05 05:18:00,21,97,49,1,1,9.899999999999975,0.97,47.53,1
2,300.8,310.7,1371,44.7,205,0,0,0,0,0,2025-01-05 05:19:00,25,99,64,0,1,9.899999999999975,0.99,63.36,0
1,300.9,310.7,1468,36.2,208,0,0,0,0,0,2025-01-05 05:20:00,36,48,90,0,0,9.800000000000011,0.48,43.2,0
1,300.9,310.7,1517,41.7,210,0,0,0,0,0,2025-01-05 05:21:00,26,42,44,2,1,9.800000000000011,0.42,18.48,0
1,300.9,310.7,1352,46.4,212,0,0,0,0,0,2025-01-05 05:22:00,24,94,53,0,1,9.800000000000011,0.94,49.82,0
1,300.9,310.7,1389,50.0,214,0,0,0,0,0,2025-01-05 05:23:00,24,35,81,2,0,9.800000000000011,0.35,28.35,0
2,300.8,310.6,1505,36.2,0,0,0,0,0,0,2025-01-05 05:24:00,39,100,87,2,0,9.800000000000011,1.0,87.0,0
1,300.9,310.6,1538,36.7,3,0,0,0,0,0,2025-01-05 05:25:00,35,56,77,1,1,9.700000000000044,0.56,43.120000000000005,0
1,300.9,310.8,1482,37.0,5,0,0,0,0,0,2025-01-05 05:26:00,38,81,79,1,1,9.900000000000034,0.81,63.99,0
2,300.9,310.8,1599,33.0,7,0,0,0,0,0,2025-01-05 05:27:00,28,77,41,0,1,9.900000000000034,0.77,31.57,0
1,300.9,310.8,1476,39.0,10,0,0,0,0,0,2025-01-05 05:28:00,24,97,57,2,0,9.900000000000034,0.97,55.29,0
1,300.9,310.7,1509,37.5,12,0,0,0,0,0,2025-01-05 05:29:00,27,73,68,2,1,9.800000000000011,0.73,49.64,0
1,300.9,310.8,1708,29.1,14,0,0,0,0,0,2025-01-05 05:30:00,28,46,59,1,0,9.900000000000034,0.46,27.14,0
1,300.9,310.7,1412,57.5,16,0,0,0,0,1,2025-01-05 05:31:00,24,67,47,1,1,9.800000000000011,0.67,31.49,0
1,300.9,310.7,1658,28.5,18,0,0,0,0,0,2025-01-05 05:32:00,29,39,76,1,1,9.800000000000011,0.39,29.64,0
1,301.0,310.8,1375,57.2,20,0,0,0,0,0,2025-01-05 05:33:00,21,83,88,0,0,9.800000000000011,0.83,73.03999999999999,0
2,300.9,310.8,1402,48.1,22,0,0,0,0,0,2025-01-05 05:34:00,28,35,87,2,1,9.900000000000034,0.35,30.45,0
2,300.9,310.7,1452,47.3,25,0,0,0,0,0,2025-01-05 05:35:00,30,35,65,2,0,9.800000000000011,0.35,22.75,0
2,300.8,310.7,1483,40.8,28,0,0,0,0,0,2025-01-05 05:36:00,23,81,76,2,1,9.899999999999975,0.81,61.56,0
0,300.9,310.8,1477,38.4,31,0,0,0,0,0,2025-01-05 05:37:00,21,44,88,1,1,9.900000000000034,0.44,38.72,0
2,300.8,310.7,1924,22.4,36,0,0,0,0,0,2025-01-05 05:38:00,25,97,43,0,1,9.899999999999975,0.97,41.71,0
0,300.9,310.7,1609,28.7,39,0,0,0,0,0,2025-01-05 05:39:00,33,86,72,0,1,9.800000000000011,0.86,61.92,0
2,300.8,310.7,1886,21.1,44,0,0,0,0,0,2025-01-05 05:40:00,20,85,61,1,1,9.899999999999975,0.85,51.85,0
1,300.7,310.6,1616,29.6,47,0,0,0,0,0,2025-01-05 05:41:00,37,36,45,0,0,9.900000000000034,0.36,16.2,0
1,300.7,310.7,1442,43.2,49,0,0,0,0,0,2025-01-05 05:42:00,26,80,72,0,1,10.0,0.8,57.6,0
1,300.8,310.8,1407,45.1,51,0,0,0,0,0,2025-01-05 05:43:00,20,87,67,2,1,10.0,0.87,58.29,0
2,300.8,310.8,1461,41.3,53,0,0,0,0,0,2025-01-05 05:44:00,20,93,63,1,0,10.0,0.93,58.59,0
2,300.8,310.9,1522,46.2,56,0,0,0,0,0,2025-01-05 05:45:00,20,55,43,1,1,10.099999999999966,0.55,23.65,0
1,300.9,311.0,1432,48.1,59,0,0,0,0,0,2025-01-05 05:46:00,23,87,41,1,0,10.100000000000025,0.87,35.67,0
1,300.9,311.0,1438,49.0,61,0,0,0,0,0,2025-01-05 05:47:00,23,60,52,1,1,10.100000000000025,0.6,31.2,0
2,300.8,310.9,1678,28.1,63,0,0,0,0,0,2025-01-05 05:48:00,37,95,85,2,1,10.099999999999966,0.95,80.75,0
2,300.8,310.9,1514,38.7,66,0,0,0,0,0,2025-01-05 05:49:00,30,42,88,0,0,10.099999999999966,0.42,36.96,0
1,300.7,310.8,1534,41.3,69,0,0,0,0,0,2025-01-05 05:50:00,20,47,50,0,0,10.100000000000025,0.47,23.5,0
2,300.7,310.8,1486,41.2,71,0,0,0,0,0,2025-01-05 05:51:00,29,42,74,2,1,10.100000000000025,0.42,31.08,0
1,300.7,310.8,1925,22.0,74,0,0,0,0,0,2025-01-05 05:52:00,28,53,78,0,0,10.100000000000025,0.53,41.34,0
2,300.7,310.8,1724,30.0,76,0,0,0,0,0,2025-01-05 05:53:00,23,86,49,1,1,10.100000000000025,0.86,42.14,0
2,300.8,310.8,1549,35.5,79,0,0,0,0,0,2025-01-05 05:54:00,25,58,82,2,0,10.0,0.58,47.56,0
1,300.8,310.9,1457,47.7,82,0,0,0,0,0,2025-01-05 05:55:00,35,85,49,2,0,10.099999999999966,0.85,41.65,0
1,300.8,310.9,1453,43.9,84,0,0,0,0,0,2025-01-05 05:56:00,21,83,47,1,0,10.099999999999966,0.83,39.01,0
1,300.8,311.0,1578,44.4,86,0,0,0,0,0,2025-01-05 05:57:00,37,34,44,1,0,10.199999999999989,0.34,14.96,0
2,300.9,311.1,1325,61.4,88,0,0,0,0,0,2025-01-05 05:58:00,29,64,62,1,0,10.200000000000044,0.64,39.68,0
1,300.9,311.1,1471,39.3,91,0,0,0,0,0,2025-01-05 05:59:00,36,48,73,0,1,10.200000000000044,0.48,35.04,0
2,300.9,311.2,1472,40.0,93,0,0,0,0,0,2025-01-05 06:00:00,32,84,86,1,1,10.300000000000011,0.84,72.24,0
1,300.9,311.1,1457,37.4,96,0,0,0,0,0,2025-01-05 06:01:00,37,98,71,2,0,10.200000000000044,0.98,69.58,0
1,301.0,311.0,1402,55.3,98,0,0,0,0,0,2025-01-05 06:02:00,32,73,55,0,1,10.0,0.73,40.15,0
1,300.9,310.9,1477,41.5,100,0,0,0,0,0,2025-01-05 06:03:00,36,67,43,0,0,10.0,0.67,28.81,0
2,300.9,310.9,1727,30.1,102,0,0,0,0,0,2025-01-05 06:04:00,24,91,67,2,1,10.0,0.91,60.97,0
1,300.9,310.9,1995,20.2,105,0,0,0,0,0,2025-01-05 06:05:00,30,51,87,0,0,10.0,0.51,44.37,0
1,300.9,310.9,1370,52.5,107,0,0,0,0,0,2025-01-05 06:06:00,26,69,83,1,0,10.0,0.69,57.27,0
1,300.9,310.9,1228,66.4,109,0,0,0,0,0,2025-01-05 06:07:00,29,55,53,1,1,10.0,0.55,29.15,0
1,300.9,311.0,1499,38.0,111,0,0,0,0,0,2025-01-05 06:08:00,36,34,51,1,0,10.100000000000025,0.34,17.34,0
2,301.0,311.0,1508,46.9,113,0,0,0,0,0,2025-01-05 06:09:00,34,83,60,1,1,10.0,0.83,49.8,0
1,301.0,310.9,1473,44.2,116,0,0,0,0,0,2025-01-05 06:10:00,37,78,87,0,0,9.899999999999975,0.78,67.86,0
0,301.0,311.0,1640,37.6,118,0,0,0,0,0,2025-01-05 06:11:00,38,32,55,2,0,10.0,0.32,17.6,0
1,301.1,311.1,1429,42.5,123,0,0,0,0,0,2025-01-05 06:12:00,21,67,83,0,0,10.0,0.67,55.61000000000001,0
1,301.1,311.1,1470,40.9,125,0,0,0,0,0,2025-01-05 06:13:00,23,43,41,2,1,10.0,0.43,17.63,0
1,301.0,311.0,1581,37.0,127,0,0,0,0,0,2025-01-05 06:14:00,22,76,62,2,0,10.0,0.76,47.12,0
1,301.0,310.9,1740,28.9,129,0,0,0,0,0,2025-01-05 06:15:00,26,43,68,1,1,9.899999999999975,0.43,29.24,0
0,300.9,310.8,1390,40.6,131,0,0,0,0,0,2025-01-05 06:16:00,37,67,85,0,1,9.900000000000034,0.67,56.95,0
2,300.9,310.8,1988,19.7,136,0,0,0,0,0,2025-01-05 06:17:00,29,93,82,1,1,9.900000000000034,0.93,76.26,0
2,300.8,310.7,1452,43.0,139,0,0,0,0,0,2025-01-05 06:18:00,26,73,48,0,1,9.899999999999975,0.73,35.04,0
1,300.8,310.7,1586,33.4,142,0,0,0,0,0,2025-01-05 06:19:00,27,99,46,0,0,9.899999999999975,0.99,45.54,0
1,300.8,310.7,1589,34.3,144,0,0,0,0,0,2025-01-05 06:20:00,25,94,68,1,0,9.899999999999975,0.94,63.92,0
1,300.8,310.8,1486,45.7,146,0,0,0,0,0,2025-01-05 06:21:00,20,54,83,0,0,10.0,0.54,44.82,0
1,300.9,310.9,1755,27.9,148,0,0,0,0,0,2025-01-05 06:22:00,23,45,56,1,0,10.0,0.45,25.2,0
2,301.0,310.9,1575,34.6,150,0,0,0,0,0,2025-01-05 06:23:00,33,44,48,2,1,9.899999999999975,0.44,21.12,0
2,301.1,311.1,1615,37.7,153,0,0,0,0,0,2025-01-05 06:24:00,36,32,45,1,1,10.0,0.32,14.4,0
2,301.1,311.1,1436,41.8,156,0,0,0,0,0,2025-01-05 06:25:00,39,96,83,0,1,10.0,0.96,79.67999999999999,0
2,301.1,311.1,1470,40.6,159,0,0,0,0,0,2025-01-05 06:26:00,37,66,59,0,0,10.0,0.66,38.940000000000005,0
2,301.1,311.1,2089,19.8,162,0,0,0,0,0,2025-01-05 06:27:00,30,84,49,2,1,10.0,0.84,41.16,0
1,301.1,311.2,1564,37.0,165,0,0,0,0,0,2025-01-05 06:28:00,40,67,48,2,1,10.099999999999966,0.67,32.160000000000004,0
2,301.0,311.1,1420,47.4,167,0,0,0,0,0,2025-01-05 06:29:00,33,92,51,2,0,10.100000000000025,0.92,46.92,0
1,301.1,311.1,1711,29.1,170,0,0,0,0,0,2025-01-05 06:30:00,28,30,72,1,0,10.0,0.3,21.6,0
1,301.1,311.2,1555,35.3,172,0,0,0,0,0,2025-01-05 06:31:00,34,100,71,1,0,10.099999999999966,1.0,71.0,0
2,301.1,311.1,1592,35.7,174,0,0,0,0,0,2025-01-05 06:32:00,31,48,73,0,0,10.0,0.48,35.04,0
1,301.0,311.1,1236,64.4,177,0,0,0,1,0,2025-01-05 06:33:00,29,81,58,2,0,10.100000000000025,0.81,46.98,1
2,301.0,310.9,1765,24.2,179,0,0,0,0,0,2025-01-05 06:34:00,38,59,72,2,0,9.899999999999975,0.59,42.48,0
1,301.0,311.0,1634,31.2,182,0,0,0,0,0,2025-01-05 06:35:00,38,84,87,1,0,10.0,0.84,73.08,0
1,301.1,311.1,1508,41.5,184,0,0,0,0,0,2025-01-05 06:36:00,25,43,55,0,1,10.0,0.43,23.65,0
1,301.1,311.2,1774,29.6,186,0,0,0,0,0,2025-01-05 06:37:00,39,42,89,2,1,10.099999999999966,0.42,37.38,0
1,301.1,311.0,1677,29.1,188,0,0,0,0,0,2025-01-05 06:38:00,25,56,89,1,1,9.899999999999975,0.56,49.84,0
1,301.0,311.0,1399,58.0,190,0,0,0,1,0,2025-01-05 06:39:00,27,38,62,1,0,10.0,0.38,23.56,1
1,301.0,310.9,1570,34.0,192,0,0,0,0,0,2025-01-05 06:40:00,20,70,65,2,0,9.899999999999975,0.7,45.5,0
1,301.0,310.9,1479,44.3,194,0,0,0,0,0,2025-01-05 06:41:00,36,77,84,2,1,9.899999999999975,0.77,64.68,0
1,301.0,310.8,1558,34.9,196,0,0,0,0,0,2025-01-05 06:42:00,36,41,83,0,0,9.800000000000011,0.41,34.03,0
1,300.8,310.7,1358,48.1,198,0,0,0,0,0,2025-01-05 06:43:00,34,39,80,2,1,9.899999999999975,0.39,31.200000000000003,0
0,300.9,310.7,1656,30.7,200,0,0,0,0,0,2025-01-05 06:44:00,26,35,76,1,0,9.800000000000011,0.35,26.6,0
1,300.9,310.7,1523,35.8,205,0,0,0,0,0,2025-01-05 06:45:00,38,63,48,2,1,9.800000000000011,0.63,30.24,0
0,300.9,310.7,1403,40.6,207,0,0,0,0,0,2025-01-05 06:46:00,22,81,69,2,1,9.800000000000011,0.81,55.89,0
