UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp,Timestamp,Ambient_Temperature,Load_Density,Humidity,Shift,Day_Type
6450,L53629,L,300.6,310.2,1519,44.6,69,0,0,0,0,0,0,2025-01-05 11:29:00,2025-01-05 11:29:00,26,54,47,Morning,Weekend
6451,L53630,L,300.6,310.2,1378,47.3,71,0,0,0,0,0,0,2025-01-05 11:30:00,2025-01-05 11:30:00,35,53,64,Evening,Weekday
6452,L53631,L,300.7,310.2,1696,27.5,73,0,0,0,0,0,0,2025-01-05 11:31:00,2025-01-05 11:31:00,38,94,67,Evening,Weekday
6453,L53632,L,300.7,310.1,1376,50.8,75,0,0,0,0,0,0,2025-01-05 11:32:00,2025-01-05 11:32:00,25,54,77,Night,Weekday
6454,L53633,L,300.7,310.2,1807,24.2,77,0,0,0,0,0,0,2025-01-05 11:33:00,2025-01-05 11:33:00,39,57,75,Evening,Weekend
6455,L53634,L,300.7,310.1,1598,32.8,79,0,0,0,0,0,0,2025-01-05 11:34:00,2025-01-05 11:34:00,40,65,75,Night,Weekday
6456,L53635,L,300.7,310.1,1565,40.2,81,0,0,0,0,0,0,2025-01-05 11:35:00,2025-01-05 11:35:00,30,35,82,Night,Weekend
6457,L53636,L,300.7,310.2,1387,50.6,83,0,0,0,0,0,0,2025-01-05 11:36:00,2025-01-05 11:36:00,24,95,80,Night,Weekend
6458,L53637,L,300.7,310.0,1395,48.0,85,0,0,0,0,0,0,2025-01-05 11:37:00,2025-01-05 11:37:00,35,96,85,Night,Weekday
6459,M21318,M,300.6,310.0,1302,62.9,87,0,0,0,0,0,0,2025-01-05 11:38:00,2025-01-05 11:38:00,26,77,43,Night,Weekday
6460,M21319,M,300.6,310.0,1397,55.2,90,0,0,0,0,0,0,2025-01-05 11:39:00,2025-01-05 11:39:00,24,99,52,Evening,Weekday
6461,L53640,L,300.6,310.0,1313,52.9,93,0,0,0,0,0,0,2025-01-05 11:40:00,2025-01-05 11:40:00,30,96,77,Evening,Weekend
6462,L53641,L,300.6,310.0,1505,35.9,95,0,0,0,0,0,0,2025-01-05 11:41:00,2025-01-05 11:41:00,34,77,84,Night,Weekend
6463,H35876,H,300.6,310.0,1483,44.0,97,0,0,0,0,0,0,2025-01-05 11:42:00,2025-01-05 11:42:00,22,94,64,Evening,Weekday
6464,H35877,H,300.5,310.0,1358,60.4,102,0,0,0,0,0,0,2025-01-05 11:43:00,2025-01-05 11:43:00,24,73,42,Night,Weekend
6465,M21324,M,300.5,309.9,1735,27.0,107,0,0,0,0,0,0,2025-01-05 11:44:00,2025-01-05 11:44:00,40,92,71,Evening,Weekday
6466,M21325,M,300.5,309.8,1416,48.5,110,0,0,0,0,0,0,2025-01-05 11:45:00,2025-01-05 11:45:00,24,75,78,Night,Weekend
6467,L53646,L,300.4,309.7,1740,31.1,113,0,0,0,0,0,0,2025-01-05 11:46:00,2025-01-05 11:46:00,28,48,40,Morning,Weekday
6468,L53647,L,300.4,309.7,1692,27.4,115,0,0,0,0,0,0,2025-01-05 11:47:00,2025-01-05 11:47:00,34,93,50,Morning,Weekend
6469,L53648,L,300.5,309.8,1507,42.5,117,0,0,0,0,0,0,2025-01-05 11:48:00,2025-01-05 11:48:00,22,100,41,Night,Weekday
6470,M21329,M,300.4,309.6,1521,35.0,119,0,0,0,0,0,0,2025-01-05 11:49:00,2025-01-05 11:49:00,25,79,44,Evening,Weekend
6471,L53650,L,300.4,309.6,1379,54.5,122,0,0,0,0,0,0,2025-01-05 11:50:00,2025-01-05 11:50:00,36,92,61,Night,Weekend
6472,L53651,L,300.4,309.6,1523,38.5,124,0,0,0,0,0,0,2025-01-05 11:51:00,2025-01-05 11:51:00,40,70,85,Evening,Weekend
6473,H35886,H,300.4,309.6,1571,33.6,126,0,0,0,0,0,0,2025-01-05 11:52:00,2025-01-05 11:52:00,27,36,52,Night,Weekday
6474,H35887,H,300.4,309.5,1547,50.7,131,0,0,0,0,0,0,2025-01-05 11:53:00,2025-01-05 11:53:00,40,38,87,Night,Weekend
6475,M21334,M,300.5,309.7,1347,54.3,136,0,0,0,0,0,0,2025-01-05 11:54:00,2025-01-05 11:54:00,30,33,62,Evening,Weekend
6476,L53655,L,300.5,309.7,1560,30.2,139,0,0,0,0,0,0,2025-01-05 11:55:00,2025-01-05 11:55:00,25,78,86,Evening,Weekday
6477,L53656,L,300.5,309.7,1384,48.6,141,0,0,0,0,0,0,2025-01-05 11:56:00,2025-01-05 11:56:00,27,35,70,Night,Weekday
6478,L53657,L,300.5,309.7,1841,24.6,143,0,0,0,0,0,0,2025-01-05 11:57:00,2025-01-05 11:57:00,29,50,74,Morning,Weekend
6479,L53658,L,300.5,309.8,1663,29.1,145,1,0,0,0,0,0,2025-01-05 11:58:00,2025-01-05 11:58:00,22,44,77,Morning,Weekend
6480,L53659,L,300.6,309.8,1418,42.7,147,0,0,0,0,0,0,2025-01-05 11:59:00,2025-01-05 11:59:00,33,96,80,Morning,Weekday
6481,L53660,L,300.7,309.9,1775,26.6,149,0,0,0,0,0,0,2025-01-05 12:00:00,2025-01-05 12:00:00,33,95,74,Morning,Weekend
6482,L53661,L,300.7,309.8,1406,48.4,151,0,0,0,0,0,0,2025-01-05 12:01:00,2025-01-05 12:01:00,29,85,84,Morning,Weekend
6483,L53662,L,300.6,309.9,1480,43.7,153,0,0,0,0,0,0,2025-01-05 12:02:00,2025-01-05 12:02:00,31,97,52,Evening,Weekday
6484,L53663,L,300.7,309.9,1412,45.3,155,0,0,0,0,0,0,2025-01-05 12:03:00,2025-01-05 12:03:00,25,61,46,Morning,Weekday
6485,H35898,H,300.6,309.8,1913,22.5,157,0,0,0,0,0,0,2025-01-05 12:04:00,2025-01-05 12:04:00,31,95,44,Evening,Weekday
6486,L53665,L,300.6,309.8,1629,37.6,162,0,0,0,0,0,0,2025-01-05 12:05:00,2025-01-05 12:05:00,33,58,68,Morning,Weekend
6487,L53666,L,300.5,309.8,1939,21.4,164,0,0,0,0,0,0,2025-01-05 12:06:00,2025-01-05 12:06:00,21,95,47,Evening,Weekend
6488,H35901,H,300.6,309.8,1541,36.2,166,0,0,0,0,0,0,2025-01-05 12:07:00,2025-01-05 12:07:00,28,63,47,Morning,Weekday
6489,L53668,L,300.7,309.8,1330,54.4,171,0,0,0,0,0,0,2025-01-05 12:08:00,2025-01-05 12:08:00,29,56,46,Morning,Weekday
6490,M21349,M,300.7,309.8,1490,38.8,173,0,0,0,0,0,0,2025-01-05 12:09:00,2025-01-05 12:09:00,36,89,58,Evening,Weekend
6491,L53670,L,300.7,309.9,1383,44.5,176,0,0,0,0,0,0,2025-01-05 12:10:00,2025-01-05 12:10:00,36,68,78,Evening,Weekday
6492,L53671,L,300.8,310.0,1468,52.7,178,0,0,0,0,0,0,2025-01-05 12:11:00,2025-01-05 12:11:00,22,73,62,Night,Weekend
6493,M21352,M,300.8,309.9,1444,46.0,180,0,0,0,0,0,0,2025-01-05 12:12:00,2025-01-05 12:12:00,38,65,75,Morning,Weekday
6494,L53673,L,300.7,309.8,1363,53.1,183,0,0,0,0,0,0,2025-01-05 12:13:00,2025-01-05 12:13:00,20,48,81,Morning,Weekday
6495,L53674,L,300.6,309.7,1617,33.2,185,0,0,0,0,0,0,2025-01-05 12:14:00,2025-01-05 12:14:00,31,74,71,Evening,Weekend
6496,M21355,M,300.6,309.8,1694,31.1,187,0,0,0,0,0,0,2025-01-05 12:15:00,2025-01-05 12:15:00,26,50,84,Evening,Weekend
6497,L53676,L,300.7,309.9,1815,27.0,190,0,0,0,0,0,0,2025-01-05 12:16:00,2025-01-05 12:16:00,23,52,43,Morning,Weekday
6498,L53677,L,300.8,309.9,1312,65.3,192,1,0,0,0,1,0,2025-01-05 12:17:00,2025-01-05 12:17:00,29,56,69,Morning,Weekend
6499,H35912,H,300.8,309.9,2041,19.2,194,0,0,0,0,0,0,2025-01-05 12:18:00,2025-01-05 12:18:00,32,48,90,Evening,Weekend
6500,L53679,L,300.9,310.0,1671,26.8,199,0,0,0,0,0,0,2025-01-05 12:19:00,2025-01-05 12:19:00,21,70,81,Evening,Weekday
6501,M21360,M,300.9,310.0,1416,46.6,201,0,0,0,0,0,0,2025-01-05 12:20:00,2025-01-05 12:20:00,29,55,78,Morning,Weekend
6502,M21361,M,300.9,310.0,1600,36.0,204,0,0,0,0,0,0,2025-01-05 12:21:00,2025-01-05 12:21:00,40,57,44,Evening,Weekend
6503,L53682,L,300.9,310.0,2595,13.7,207,0,0,0,0,0,0,2025-01-05 12:22:00,2025-01-05 12:22:00,23,93,42,Evening,Weekend
6504,M21363,M,300.9,309.9,1465,42.9,209,0,0,0,0,0,0,2025-01-05 12:23:00,2025-01-05 12:23:00,37,97,61,Morning,Weekend
6505,M21364,M,301.0,310.1,1681,27.4,212,0,0,0,0,0,0,2025-01-05 12:24:00,2025-01-05 12:24:00,24,80,67,Night,Weekday
6506,L53685,L,301.1,310.1,1457,39.6,215,0,0,0,0,0,0,2025-01-05 12:25:00,2025-01-05 12:25:00,38,77,61,Evening,Weekday
6507,H35920,H,301.0,310.1,1454,44.1,217,0,0,0,0,0,0,2025-01-05 12:26:00,2025-01-05 12:26:00,21,39,61,Night,Weekday
6508,L53687,L,301.0,310.1,1558,32.6,0,0,0,0,0,0,0,2025-01-05 12:27:00,2025-01-05 12:27:00,31,68,73,Evening,Weekday
6509,H35922,H,301.0,310.1,1756,30.7,2,0,0,0,0,0,0,2025-01-05 12:28:00,2025-01-05 12:28:00,36,48,68,Night,Weekday
6510,L53689,L,301.1,310.1,1564,36.8,7,0,0,0,0,0,0,2025-01-05 12:29:00,2025-01-05 12:29:00,29,93,82,Evening,Weekend
6511,L53690,L,301.1,310.2,1455,55.3,9,0,0,0,0,0,0,2025-01-05 12:30:00,2025-01-05 12:30:00,21,48,81,Night,Weekend
6512,M21371,M,301.2,310.1,2280,15.7,11,0,0,0,0,0,0,2025-01-05 12:31:00,2025-01-05 12:31:00,25,91,52,Night,Weekend
6513,M21372,M,301.1,310.0,1433,48.1,14,0,0,0,0,0,0,2025-01-05 12:32:00,2025-01-05 12:32:00,27,42,46,Evening,Weekday
6514,L53693,L,301.1,310.0,1513,38.0,17,0,0,0,0,0,0,2025-01-05 12:33:00,2025-01-05 12:33:00,38,54,49,Night,Weekday
6515,L53694,L,301.0,309.9,1507,41.8,19,0,0,0,0,0,0,2025-01-05 12:34:00,2025-01-05 12:34:00,30,71,67,Morning,Weekday
6516,L53695,L,301.0,310.0,1480,43.5,21,0,0,0,0,0,0,2025-01-05 12:35:00,2025-01-05 12:35:00,31,68,43,Morning,Weekend
6517,H35930,H,301.1,310.0,1470,40.1,23,0,0,0,0,0,0,2025-01-05 12:36:00,2025-01-05 12:36:00,28,59,71,Morning,Weekend
6518,L53697,L,301.1,310.1,1540,36.6,28,0,0,0,0,0,0,2025-01-05 12:37:00,2025-01-05 12:37:00,21,34,61,Night,Weekend
6519,H35932,H,301.0,310.0,1212,67.9,30,0,0,0,0,0,0,2025-01-05 12:38:00,2025-01-05 12:38:00,27,47,59,Evening,Weekday
6520,L53699,L,301.1,310.1,1417,46.9,35,0,0,0,0,0,0,2025-01-05 12:39:00,2025-01-05 12:39:00,30,50,87,Night,Weekday
6521,M21380,M,301.2,310.1,1666,34.9,37,0,0,0,0,0,0,2025-01-05 12:40:00,2025-01-05 12:40:00,40,79,59,Evening,Weekend
6522,L53701,L,301.1,310.1,1666,27.2,40,0,0,0,0,0,0,2025-01-05 12:41:00,2025-01-05 12:41:00,23,35,45,Night,Weekend
6523,L53702,L,301.1,310.1,1489,45.8,42,0,0,0,0,0,0,2025-01-05 12:42:00,2025-01-05 12:42:00,29,79,48,Evening,Weekend
6524,M21383,M,301.1,310.2,1850,27.7,44,0,0,0,0,0,0,2025-01-05 12:43:00,2025-01-05 12:43:00,40,95,67,Night,Weekday
6525,L53704,L,301.1,310.4,1874,24.8,47,0,0,0,0,0,0,2025-01-05 12:44:00,2025-01-05 12:44:00,39,30,52,Night,Weekday
6526,L53705,L,301.1,310.4,1312,73.6,49,1,0,0,1,0,0,2025-01-05 12:45:00,2025-01-05 12:45:00,35,86,70,Morning,Weekend
6527,L53706,L,301.2,310.4,1515,38.4,51,0,0,0,0,0,0,2025-01-05 12:46:00,2025-01-05 12:46:00,27,59,78,Night,Weekend
6528,L53707,L,301.2,310.4,1516,44.4,53,0,0,0,0,0,0,2025-01-05 12:47:00,2025-01-05 12:47:00,23,87,89,Morning,Weekday
6529,L53708,L,301.2,310.5,1546,40.0,55,0,0,0,0,0,0,2025-01-05 12:48:00,2025-01-05 12:48:00,29,81,53,Evening,Weekend
6530,L53709,L,301.3,310.6,1481,40.9,57,0,0,0,0,0,0,2025-01-05 12:49:00,2025-01-05 12:49:00,31,66,61,Evening,Weekend
6531,H35944,H,301.3,310.6,1605,32.5,59,0,0,0,0,0,0,2025-01-05 12:50:00,2025-01-05 12:50:00,33,77,76,Morning,Weekday
6532,H35945,H,301.2,310.7,1656,26.2,64,0,0,0,0,0,0,2025-01-05 12:51:00,2025-01-05 12:51:00,35,30,84,Night,Weekend
6533,H35946,H,301.2,310.6,1352,52.0,69,0,0,0,0,0,0,2025-01-05 12:52:00,2025-01-05 12:52:00,37,48,63,Evening,Weekend
6534,L53713,L,301.3,310.7,1504,47.2,74,0,0,0,0,0,0,2025-01-05 12:53:00,2025-01-05 12:53:00,40,75,47,Night,Weekend
6535,L53714,L,301.3,310.6,1436,44.2,76,0,0,0,0,0,0,2025-01-05 12:54:00,2025-01-05 12:54:00,40,96,54,Night,Weekday
6536,H35949,H,301.2,310.5,1505,43.6,78,0,0,0,0,0,0,2025-01-05 12:55:00,2025-01-05 12:55:00,31,31,90,Night,Weekend
6537,L53716,L,301.3,310.5,1406,47.1,83,0,0,0,0,0,0,2025-01-05 12:56:00,2025-01-05 12:56:00,37,85,80,Evening,Weekend
6538,M21397,M,301.3,310.5,1481,39.7,85,0,0,0,0,0,0,2025-01-05 12:57:00,2025-01-05 12:57:00,26,46,45,Evening,Weekday
6539,L53718,L,301.4,310.7,1487,44.6,88,0,0,0,0,0,0,2025-01-05 12:58:00,2025-01-05 12:58:00,39,51,62,Night,Weekend
6540,L53719,L,301.4,310.7,1436,54.1,90,0,0,0,0,0,0,2025-01-05 12:59:00,2025-01-05 12:59:00,26,56,64,Morning,Weekend
6541,M21400,M,301.4,310.7,1368,63.7,92,1,0,0,1,0,0,2025-01-05 13:00:00,2025-01-05 13:00:00,28,84,70,Morning,Weekday
6542,L53721,L,301.4,310.7,1509,38.3,95,0,0,0,0,0,0,2025-01-05 13:01:00,2025-01-05 13:01:00,20,61,85,Morning,Weekend
6543,L53722,L,301.4,310.8,1543,36.9,97,0,0,0,0,0,0,2025-01-05 13:02:00,2025-01-05 13:02:00,25,89,68,Night,Weekend
6544,L53723,L,301.4,310.8,1698,29.6,99,0,0,0,0,0,0,2025-01-05 13:03:00,2025-01-05 13:03:00,25,57,62,Morning,Weekend
6545,M21404,M,301.4,310.7,1470,46.5,101,0,0,0,0,0,0,2025-01-05 13:04:00,2025-01-05 13:04:00,31,57,49,Evening,Weekday
6546,M21405,M,301.4,310.8,1738,30.3,104,0,0,0,0,0,0,2025-01-05 13:05:00,2025-01-05 13:05:00,31,54,48,Morning,Weekend
6547,M21406,M,301.4,310.8,1530,39.9,107,0,0,0,0,0,0,2025-01-05 13:06:00,2025-01-05 13:06:00,29,55,88,Morning,Weekday
6548,L53727,L,301.4,310.8,1740,29.2,110,0,0,0,0,0,0,2025-01-05 13:07:00,2025-01-05 13:07:00,25,100,52,Night,Weekday
6549,L53728,L,301.4,310.8,1770,24.1,112,0,0,0,0,0,0,2025-01-05 13:08:00,2025-01-05 13:08:00,36,46,71,Evening,Weekday
6550,H35963,H,301.3,310.6,1527,44.0,114,0,0,0,0,0,0,2025-01-05 13:09:00,2025-01-05 13:09:00,38,36,88,Evening,Weekday
6551,L53730,L,301.3,310.7,1516,46.0,119,0,0,0,0,0,0,2025-01-05 13:10:00,2025-01-05 13:10:00,37,85,90,Morning,Weekday
6552,L53731,L,301.4,310.7,1616,36.5,121,0,0,0,0,0,0,2025-01-05 13:11:00,2025-01-05 13:11:00,25,93,84,Night,Weekday
6553,L53732,L,301.4,310.7,1786,26.1,123,0,0,0,0,0,0,2025-01-05 13:12:00,2025-01-05 13:12:00,38,49,80,Night,Weekday
6554,L53733,L,301.4,310.8,1389,52.7,125,0,0,0,0,0,0,2025-01-05 13:13:00,2025-01-05 13:13:00,29,67,40,Morning,Weekend
6555,M21414,M,301.4,310.7,1639,29.8,127,0,0,0,0,0,0,2025-01-05 13:14:00,2025-01-05 13:14:00,27,87,40,Evening,Weekend
6556,H35969,H,301.5,310.7,1394,46.7,130,0,0,0,0,0,0,2025-01-05 13:15:00,2025-01-05 13:15:00,40,45,76,Evening,Weekday
6557,L53736,L,301.5,310.7,1686,27.9,135,0,0,0,0,0,0,2025-01-05 13:16:00,2025-01-05 13:16:00,25,80,79,Evening,Weekend
6558,M21417,M,301.5,310.6,1638,31.9,137,0,0,0,0,0,0,2025-01-05 13:17:00,2025-01-05 13:17:00,40,56,57,Night,Weekend
6559,M21418,M,301.5,310.6,1447,41.9,140,0,0,0,0,0,0,2025-01-05 13:18:00,2025-01-05 13:18:00,26,80,75,Morning,Weekend
6560,H35973,H,301.5,310.6,1512,39.0,143,0,0,0,0,0,0,2025-01-05 13:19:00,2025-01-05 13:19:00,20,45,70,Night,Weekday
6561,L53740,L,301.6,310.8,1961,21.8,148,0,0,0,0,0,0,2025-01-05 13:20:00,2025-01-05 13:20:00,37,89,40,Evening,Weekend
6562,L53741,L,301.5,310.7,1596,35.4,150,0,0,0,0,0,0,2025-01-05 13:21:00,2025-01-05 13:21:00,39,69,86,Night,Weekday
6563,M21422,M,301.5,310.7,1871,21.3,152,0,0,0,0,0,0,2025-01-05 13:22:00,2025-01-05 13:22:00,31,96,75,Evening,Weekday
6564,L53743,L,301.5,310.7,1942,20.5,155,0,0,0,0,0,0,2025-01-05 13:23:00,2025-01-05 13:23:00,35,31,48,Morning,Weekend
6565,L53744,L,301.4,310.6,1557,38.2,157,0,0,0,0,0,0,2025-01-05 13:24:00,2025-01-05 13:24:00,29,77,61,Evening,Weekday
6566,L53745,L,301.4,310.6,1550,36.8,159,0,0,0,0,0,0,2025-01-05 13:25:00,2025-01-05 13:25:00,29,81,67,Morning,Weekday
6567,L53746,L,301.3,310.6,1966,22.6,161,0,0,0,0,0,0,2025-01-05 13:26:00,2025-01-05 13:26:00,33,53,65,Night,Weekday
6568,M21427,M,301.3,310.6,1499,36.1,163,0,0,0,0,0,0,2025-01-05 13:27:00,2025-01-05 13:27:00,39,31,49,Night,Weekend
6569,L53748,L,301.3,310.6,1521,36.3,166,0,0,0,0,0,0,2025-01-05 13:28:00,2025-01-05 13:28:00,29,94,86,Night,Weekend
6570,M21429,M,301.4,310.7,1375,42.0,168,0,0,0,0,0,0,2025-01-05 13:29:00,2025-01-05 13:29:00,29,49,42,Evening,Weekend
6571,L53750,L,301.4,310.6,1634,31.1,171,0,0,0,0,0,0,2025-01-05 13:30:00,2025-01-05 13:30:00,30,63,41,Morning,Weekday
6572,M21431,M,301.3,310.6,1378,49.4,173,0,0,0,0,0,0,2025-01-05 13:31:00,2025-01-05 13:31:00,21,70,76,Night,Weekend
6573,L53752,L,301.4,310.7,1428,53.7,176,0,0,0,0,0,0,2025-01-05 13:32:00,2025-01-05 13:32:00,39,70,70,Night,Weekend
6574,M21433,M,301.4,310.6,1855,25.3,178,0,0,0,0,0,0,2025-01-05 13:33:00,2025-01-05 13:33:00,27,52,72,Morning,Weekend
6575,L53754,L,301.4,310.6,1578,33.0,181,0,0,0,0,0,0,2025-01-05 13:34:00,2025-01-05 13:34:00,26,67,71,Evening,Weekday
6576,M21435,M,301.4,310.5,1451,45.3,183,0,0,0,0,0,0,2025-01-05 13:35:00,2025-01-05 13:35:00,27,73,82,Night,Weekday
6577,L53756,L,301.5,310.5,1644,34.9,186,0,0,0,0,0,0,2025-01-05 13:36:00,2025-01-05 13:36:00,20,96,51,Evening,Weekend
6578,L53757,L,301.4,310.4,1388,45.3,188,0,0,0,0,0,0,2025-01-05 13:37:00,2025-01-05 13:37:00,40,91,42,Evening,Weekday
6579,L53758,L,301.4,310.4,1543,40.9,190,0,0,0,0,0,0,2025-01-05 13:38:00,2025-01-05 13:38:00,21,41,87,Evening,Weekend
6580,L53759,L,301.3,310.4,1501,41.6,192,0,0,0,0,0,0,2025-01-05 13:39:00,2025-01-05 13:39:00,37,59,65,Night,Weekend
6581,L53760,L,301.3,310.4,1507,39.1,194,0,0,0,0,0,0,2025-01-05 13:40:00,2025-01-05 13:40:00,34,94,53,Night,Weekday
6582,L53761,L,301.4,310.4,1559,36.0,196,0,0,0,0,0,0,2025-01-05 13:41:00,2025-01-05 13:41:00,20,70,51,Morning,Weekday
6583,L53762,L,301.5,310.5,1528,35.7,198,0,0,0,0,0,0,2025-01-05 13:42:00,2025-01-05 13:42:00,24,49,65,Morning,Weekday
6584,M21443,M,301.5,310.5,1503,38.2,200,0,0,0,0,0,0,2025-01-05 13:43:00,2025-01-05 13:43:00,21,35,55,Evening,Weekday
6585,L53764,L,301.5,310.5,1372,44.0,203,0,0,0,0,0,0,2025-01-05 13:44:00,2025-01-05 13:44:00,39,33,47,Night,Weekday
6586,M21445,M,301.5,310.5,1600,32.8,205,0,0,0,0,0,0,2025-01-05 13:45:00,2025-01-05 13:45:00,22,39,88,Evening,Weekday
6587,L53766,L,301.5,310.6,1453,44.0,208,0,0,0,0,0,0,2025-01-05 13:46:00,2025-01-05 13:46:00,38,80,88,Morning,Weekend
6588,M21447,M,301.6,310.7,1813,24.6,210,0,0,0,0,0,0,2025-01-05 13:47:00,2025-01-05 13:47:00,37,67,67,Evening,Weekend
6589,L53768,L,301.6,310.7,1457,40.4,213,0,0,0,0,0,0,2025-01-05 13:48:00,2025-01-05 13:48:00,37,30,46,Evening,Weekday
6590,M21449,M,301.6,310.6,1553,38.9,0,0,0,0,0,0,0,2025-01-05 13:49:00,2025-01-05 13:49:00,33,37,54,Night,Weekday
6591,L53770,L,301.7,310.7,1763,25.9,3,0,0,0,0,0,0,2025-01-05 13:50:00,2025-01-05 13:50:00,27,92,80,Evening,Weekend
6592,L53771,L,301.7,310.7,2023,20.9,5,0,0,0,0,0,0,2025-01-05 13:51:00,2025-01-05 13:51:00,31,62,75,Evening,Weekend
6593,M21452,M,301.6,310.7,1457,47.8,7,0,0,0,0,0,0,2025-01-05 13:52:00,2025-01-05 13:52:00,40,44,47,Night,Weekday
6594,L53773,L,301.6,310.7,1679,29.5,10,0,0,0,0,0,0,2025-01-05 13:53:00,2025-01-05 13:53:00,29,60,49,Night,Weekday
6595,L53774,L,301.6,310.6,2103,19.7,12,0,0,0,0,0,0,2025-01-05 13:54:00,2025-01-05 13:54:00,39,50,54,Morning,Weekend
6596,M21455,M,301.5,310.7,1460,38.6,14,0,0,0,0,0,0,2025-01-05 13:55:00,2025-01-05 13:55:00,36,32,57,Night,Weekend
6597,M21456,M,301.5,310.7,1454,39.4,17,0,0,0,0,0,0,2025-01-05 13:56:00,2025-01-05 13:56:00,30,95,85,Evening,Weekend
6598,L53777,L,301.5,310.6,1481,46.8,20,0,0,0,0,0,0,2025-01-05 13:57:00,2025-01-05 13:57:00,21,64,76,Morning,Weekend
6599,L53778,L,301.5,310.7,1424,51.1,22,0,0,0,0,0,0,2025-01-05 13:58:00,2025-01-05 13:58:00,23,70,80,Morning,Weekend
6600,L53779,L,301.6,310.7,1494,39.5,24,0,0,0,0,0,0,2025-01-05 13:59:00,2025-01-05 13:59:00,20,88,84,Morning,Weekday
6601,M21460,M,301.5,310.6,1424,47.0,26,0,0,0,0,0,0,2025-01-05 14:00:00,2025-01-05 14:00:00,34,45,90,Morning,Weekend
6602,M21461,M,301.5,310.7,1347,47.9,29,0,0,0,0,0,0,2025-01-05 14:01:00,2025-01-05 14:01:00,32,85,82,Evening,Weekday
6603,L53782,L,301.5,310.6,1374,46.7,32,0,0,0,0,0,0,2025-01-05 14:02:00,2025-01-05 14:02:00,27,74,83,Evening,Weekend
6604,M21463,M,301.5,310.6,1403,47.4,34,0,0,0,0,0,0,2025-01-05 14:03:00,2025-01-05 14:03:00,23,88,74,Evening,Weekday
6605,M21464,M,301.5,310.6,1573,37.4,37,0,0,0,0,0,0,2025-01-05 14:04:00,2025-01-05 14:04:00,29,79,41,Evening,Weekend
6606,M21465,M,301.6,310.6,1691,30.1,40,0,0,0,0,0,0,2025-01-05 14:05:00,2025-01-05 14:05:00,38,41,61,Morning,Weekday
6607,H36020,H,301.5,310.5,1538,44.3,43,0,0,0,0,0,0,2025-01-05 14:06:00,2025-01-05 14:06:00,37,41,54,Evening,Weekend
6608,L53787,L,301.5,310.5,1556,39.1,48,0,0,0,0,0,0,2025-01-05 14:07:00,2025-01-05 14:07:00,24,62,76,Morning,Weekday
6609,M21468,M,301.5,310.4,1593,36.8,50,0,0,0,0,0,0,2025-01-05 14:08:00,2025-01-05 14:08:00,38,78,78,Night,Weekend
6610,L53789,L,301.5,310.4,1474,39.9,53,0,0,0,0,0,0,2025-01-05 14:09:00,2025-01-05 14:09:00,35,50,75,Evening,Weekday
6611,L53790,L,301.5,310.4,1543,34.0,55,0,0,0,0,0,0,2025-01-05 14:10:00,2025-01-05 14:10:00,20,89,44,Night,Weekday
6612,H36025,H,301.5,310.5,1587,33.8,57,0,0,0,0,0,0,2025-01-05 14:11:00,2025-01-05 14:11:00,31,81,87,Night,Weekday
6613,L53792,L,301.6,310.6,1222,70.0,62,0,0,0,0,0,0,2025-01-05 14:12:00,2025-01-05 14:12:00,21,83,54,Evening,Weekday
6614,L53793,L,301.7,310.6,1513,41.1,64,0,0,0,0,0,0,2025-01-05 14:13:00,2025-01-05 14:13:00,40,68,66,Morning,Weekend
6615,L53794,L,301.7,310.6,1660,28.7,66,0,0,0,0,0,0,2025-01-05 14:14:00,2025-01-05 14:14:00,27,78,55,Night,Weekend
6616,L53795,L,301.7,310.6,1545,42.1,68,0,0,0,0,0,0,2025-01-05 14:15:00,2025-01-05 14:15:00,37,93,75,Evening,Weekday
6617,M21476,M,301.7,310.6,1380,45.8,70,0,0,0,0,0,0,2025-01-05 14:16:00,2025-01-05 14:16:00,35,55,77,Night,Weekend
6618,L53797,L,301.6,310.6,1321,60.8,73,0,0,0,0,0,0,2025-01-05 14:17:00,2025-01-05 14:17:00,24,100,57,Night,Weekday
6619,M21478,M,301.6,310.6,1309,65.8,75,1,0,0,1,0,0,2025-01-05 14:18:00,2025-01-05 14:18:00,32,36,74,Evening,Weekend
6620,M21479,M,301.7,310.7,1627,31.3,78,0,0,0,0,0,0,2025-01-05 14:19:00,2025-01-05 14:19:00,38,91,64,Night,Weekend
6621,M21480,M,301.6,310.7,1791,23.8,81,0,0,0,0,0,0,2025-01-05 14:20:00,2025-01-05 14:20:00,22,53,61,Morning,Weekday
6622,M21481,M,301.7,310.7,1861,21.8,84,0,0,0,0,0,0,2025-01-05 14:21:00,2025-01-05 14:21:00,27,69,70,Morning,Weekend
6623,L53802,L,301.7,310.7,1493,51.1,87,0,0,0,0,0,0,2025-01-05 14:22:00,2025-01-05 14:22:00,31,76,76,Night,Weekday
6624,M21483,M,301.7,310.7,1442,41.1,89,0,0,0,0,0,0,2025-01-05 14:23:00,2025-01-05 14:23:00,21,37,73,Night,Weekend
6625,L53804,L,301.7,310.7,1532,39.8,92,0,0,0,0,0,0,2025-01-05 14:24:00,2025-01-05 14:24:00,30,83,62,Evening,Weekend
